product_category,product_name,model_number,description,,,
MONORAIL CHANDELIERS,Monorail Chandelier Single Tier Round Surface Transformer,HS130-212,"Sleek, modern lines on a Fusion Jack compatible chandelier.  Includes transformer, canopy, cable supports and rail. Mounting hardware included. Field cuttable stems. 150W or 300W. Magnetic transformer dimmable with 600w low-voltage magnetic dimmer; electronic transformer dimmable with 600w low-voltage electronic dimmer. Decorative elements sold separately.",,,
MONORAIL CHANDELIERS,Dimensions Chandelier,HA337-213,"Large, optically pure Swarovski crystal illuminated by a halogen light.  Mounts up or down. Includes (1) 35 watt low-voltage GU4 base MR11 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Vision Chandelier,HA336-214,"Optically pure Swarovski crystals illuminated by a halogen light.  Mounts up or down. Includes (1) 35 watt low-voltage GU4 base MR11 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Icicle Chandelier,HJ277-215,"Colorful frit and crystalline glass enliven these elegant mouth-blown shapes.  Mounts down only.  Includes (1) 35 watt low-voltage GU4 base Xenon MR11 lamp;  or (1) 35 watt low-voltage GY6.35 base  Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Mini-Dome II Twin Chandelier,HTW275-216,"Small, bi-directional, cased blown glass shades.  Includes (2) 20 watt low-voltage G4 base Xenon bi-pin lamps. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Mini-Dome II Chandelier,HJ275-217,"Cased glass version of Mini-Dome I.  Can be mounted up or down. Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Onyx Cylinder Chandelier,HJ176-218,"Genuine onyx available in cylinder, dome and teardrop forms.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Onyx Dome Chandelier,HJ177-219,"Genuine onyx in dome form.  Includes (1) 35 watt low-voltage GY6.35 base bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Onyx Teardrop Chandelier,HJ178-220,"Genuine onyx in teardrop form.  Includes (1) 35 watt low-voltage GY6.35 base bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MONORAIL CHANDELIERS,Twin Tube Chandelier,HTWTB-221,"This contemporary head provides ambient lighting with two frosted borosilicate tubes of glass.  Fusion Jack compatible. Includes (2) 10 watt low-voltage G4 base Xenon bi-pin lamps. May also accept 2x20w G4 base Xenon bi-pin lamps (not included). For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
MULTI PORT CANOPIES,Fusion Jack Canopy 3 Light Rectangle Long,CK003RL-FJ--222,"3-light rectangular metal canopy accented with solid wood or metal detail (also available in LED).  Compatible with all low-voltage LBL Fusion Jack pendants and swivel heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
MULTI PORT CANOPIES,Fusion Jack Canopy 3 Light Rectangle Long LED,CK003RL-FJ--223,"3-light rectangular metal canopy accented with solid wood or metal detail.  Compatible with all low-voltage LBL Fusion Jack pendants and swivel heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
MULTI PORT CANOPIES,Fusion Jack Wood Canopy 11 Light Round,CK011BD-FJ--224,"11-light round metal canopy accented with solid wood or metal detail (also available in LED).  Compatible with all low-voltage LBL Fusion Jack pendants and swivel heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
MULTI PORT CANOPIES,Fusion Jack Wood Canopy 7 Light Rectangle,CK007RD-FJ--225,"7-light rectangular metal canopy accented with solid wood or metal detail (also available in LED).  Compatible with all low-voltage LBL Fusion Jack pendants and swivel heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
MULTI PORT CANOPIES,Fusion Jack Wood Canopy 7 Light Rectangle LED,CK007RD-FJ--226,"7-light rectangular metal canopy accented with solid wood or metal detail.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
MULTI PORT CANOPIES,120v Canopy 5 Light Round,CK005B--227,"Five light canopy.  120V. Available in bronze, satin nickel and glass.",,,
MULTI PORT CANOPIES,Fusion Jack Wood Canopy 11 Light Round LED,CK011BD-FJ--228,"11-light round metal canopy accented with solid wood or metal detail.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
MULTI PORT CANOPIES,120V Canopy 3 Light Round,CK003B--229,"Three light canopy.  120V. Available in bronze, satin nickel and glass.",,,
MULTI PORT CANOPIES,"120v Canopy 20"" 3 Light Round",CK003D--230,"Three light canopy.  120V. Available in bronze, satin nickel and glass.",,,
FLUSH MOUNTS,Anella Flush Mount,FM869-231,Simple form and excellent function define this contemporary flush mount ceiling light fixture. The Anella ceiling light from LBL Lighting features a hand-blown outer glass ring that adds depth and elegance while the frosted glass inner dome beautifully diffuses the LED light source.  Includes (1) 20 watt 1400 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.,,,
FLUSH MOUNTS,Flection Flush Mount,FM866-232,"Inspired by the signature folds of an everyday paper grocery bag, this simple flush mount ceiling light fixture turns the ordinary into the extraordinary. The ultra-small footprint of the Flection ceiling light from LBL Lighting is ideal for use in tight spaces yet optimized LEDs provide impressive light output for such a minimal package.  Includes (1) 10 watt 800 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
FLUSH MOUNTS,Precip Flush Mount,FM873-233,The gradual collection of condensing water droplets inspired the design of the elegant Precip ceiling light fixture from LBL Lighting. A concave glass dome is carefully hand-crafted to add its signature texture as the contrasting inner shade wonderfully diffuses the light fixture’s LED light source.  Includes (1) 20 watt 1400 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.,,,
FLUSH MOUNTS,Vantra Flush Mount,FM853-234,"Modern technology meets architectural form in this sophisticated and versatile ceiling light fixture. Riffing on the concept of an elongated 'V', the sleek aluminum body of the Vantra ceiling light from LBL Lighting also serves as the heat sink for the twin LED light guide panels. These visually floating light panels create a unique sense of wonder and offer a choice of outputs including 100% forward or direct/indirect light distribution  Ceiling or wall mount. When mounted on the wall, mounts vertically or horizontally. Includes (1) 28 watt 2000 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v. ADA compliant.",,,
FLUSH MOUNTS,Vessa Flush Mount,FM842-235,"Contemporary interior design trends inspired this elegant and timeless LED flush mount ceiling light fixture. A hand-blown glass shade with gentle feminine lines softly diffuses the light for beautifully consistent, glowing illumination from the Vessa ceiling light by LBL Lighting.  Includes (1) 20 watt 1400 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
FLUSH MOUNTS,Zahra 10 Flush Mount,FM870-236,"Providing both direct and indirect light, the Zahra ceiling light from LBL Lighting features a beautiful LED light guide intentionally interrupted by negative space to create an ultra-modern flush mount ceiling light fixture available in 10"", 17"", and 20"" diameters.  Includes (1) 15 watt 1100 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
FLUSH MOUNTS,Zahra 17 Flush Mount,FM871-237,"Providing both direct and indirect light, the Zahra ceiling light from LBL Lighting features a beautiful LED light guide intentionally interrupted by negative space to create an ultra-modern flush mount ceiling light fixture available in 10"", 17"", and 20"" diameters.  Includes (1) 28 watt 2100 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
FLUSH MOUNTS,Zahra 20 Flush Mount,FM872-238,"Providing both direct and indirect light, the Zahra ceiling light from LBL Lighting features a beautiful LED light guide intentionally interrupted by negative space to create an ultra-modern flush mount ceiling light fixture available in 10"", 17"", and 20"" diameters.  Includes (1) 34 watt 2500 lumen 80 CRI 3000K LED module. Dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
FLUSH MOUNTS,Moon Dance  Flush Mount,ODF827-239,"Hand-carved decorative features inspired by the moon's dimpled surface encompass the circumference of the hand-blown glass.   The cylindrical metal reveal creates a clean, contemporary look while a wonderfully soft glow is achieved as downlight passes through the acid-etched, matte glass surface. Incandescent includes (2) E26 medium base 75 watt or equivalent A19 lamps; LED (1) 21 watt 1800 lumen 3000K LED module. 120v or 277v.",,,
FLUSH MOUNTS,Vera Flush Mount,FM779-240,"Hand-blown opal glass is hand-carved to create a hammered look inspired by elegant stemware.  The decorative center band is then hand-gilded for a silver metallic sheen to create a clean, contemporary look. Incandescent includes (3) E26 medium base 60 watt or equivalent A19 lamps;  fluorescent includes (3) GX24Q-3 base 26 watt triple tube compact fluorescent lamps; LED includes (1) 21 watt 1800 lumen 3000K LED module. Incandescent version dimmable with a standard incandescent dimmer. LED version dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
FLUSH MOUNTS,Fiona 18 Flush Mount,FM700-241,Minimal metal base with modern round fabric shade and opal glass diffuser  Incandescent includes (3) E26 medium base 60 watt or equivalent A19 lamps, fluorescent includes (3) GX24Q-3 base 32 watt triple tube compact fluorescent lamps. May also be lamped with (3) GX24Q-3 base 26 watt triple tube compact fluorescent lamps (not included). Incandescent version dimmable with a standard incandescent dimmer. 120v or 277v.,,
FLUSH MOUNTS,Veneto Ceiling,JC-242,"Semi-flush Italian Murano bowls with delicate small frit accent patterns and inlaid silver flake.  Canopy measures 5.5"" in diameter. Accepts (3) 60 watt or equivalent E26 medium base A19 lamp (not included). 120V.",,,
FLUSH MOUNTS,Veneto Grande Ceiling,JC-243,"Semi-flush Italian Murano bowls with delicate small frit accent patterns and inlaid silver flake.  Canopy measures 5.5"" in diameter. Accepts (1) 100 watt or equivalent E26 medium base A19 lamp (not included). 120V.",,,
FLUSH MOUNTS,Veneto Venti Ceiling,400-244,"Semi-flush Italian Murano bowls with delicate small frit accent patterns and inlaid silver flake.  Canopy measures 5.5"" in diameter. Fluorescent includes (3) 26 watt G24Q-3 base quad tube compact fluorescent lamps and electronic ballast; Incandescent accepts (3) 100 watt or equivalent E26 medium base A19 lamps (not included). 120V.",,,
WALL,Flection Wall,WS865-245,"Inspired by the signature folds of an everyday paper grocery bag, this simple light fixture turns the ordinary into the extraordinary. Ultra-low profile of the Flection wall sconce from LBL Lighting is ideal for use in tight spaces while powerful LEDs provide impressive light output.  Includes (1) 10 watt 800 lumen 80 CRI 3000K LED module. ADA compliant. Dimmable with a low-voltage electronic dimmer. 120v or 277v.",,,
WALL,Kenton Wall,WS838-246,"The ultimate in a clean and simple geometric shape and light distribution, the Kenton wall sconce from LBL Lighting puts function first in this widely appealing design. Engineered to produce an equal amount of up and down light, the light fixture can also be mounted vertically or horizontally. It is also ADA compliant.  Includes (1) 18 watt 1300 lumen 80 CRI 3000K LED module. ADA compliant. 120v or 277v.",,,
WALL,Louver Horizontal LED Step Light,ST93401-247,"Louver Horizontal LED Step Light from LBL Lighting provide a perfectly balanced blend of the latest LED light guide technology. Small form factor, die-cast metal and premium finishes ensures enduring aesthetic appeal while being backed by a five-year warranty.  Installs into a single gang metal or plastic switch box with a minimum of 2"" depth. May be used in interior and exterior applications. IP-65 rated. Includes (1) 2.5 watt up to 90 net lumen 90 CRI 3000K LED module. ADA compliant. 120v.",,,
